Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
MLHC-Primary Care King of Prussia,120 Valley Green Lane,King of Prussia,Pennsylvania,19406,Montgomery,0,0,0,0,354,0,POINT (-75.41062 40.08794)
Crnerstn Cre Prim Cre Ctr Mt Morris,120 Locust Ave Ext *,Mount Morris,Pennsylvania,15349,Greene,0,0,0,23,271,0,POINT (-80.060411 39.734598)
MLHC-Primary Care Westtown,1601 McDaniel Dr.,West Chester,Pennsylvania,19380,Chester,0,0,0,0,384,0,POINT (-75.521236 39.967384)
Main Line Health-Bryn Mawr Hospital,130 S. Bryn Mawr Ave,Bryn Mawr,Pennsylvania,19010,Delaware,0,0,0,178,20,110,POINT (-75.320412 40.018576)
SLPG-ABW Pediatrics Wind Gap,487 East Moorsetown Road,Wind Gap,Pennsylvania,18091,Northampton,0,0,0,115,135,0,POINT (-75.305134 40.830822)
UPMC Williamsport,700 High Street,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,0,343,60,POINT (-77.014432 41.24547)
Keystone Community Health Services,111 Chambers Hill Drive,Chambersburg,Pennsylvania,17201,Franklin,1,1,0,152,810,45,
SLPG-Lehigh Primary Care,3440 Lehigh St,Allentown,Pennsylvania,18103,Lehigh,0,0,0,0,41,186,POINT (-75.491331 40.551809)
GIANT PHARMACY-6317,967 S TOWNSHIP LINE RD,ROYERSFORD,PA,19468,Montgomery,0,0,0,107,2254,72,POINT (-75.528985 40.193464)
Astis South Hills Pharmacy Retail,250 MOUNT LEBANON BLVD,Pittsburgh,Pennsylvania,15234,Allegheny,0,0,0,11,819,851,POINT (-80.03749 40.368461)
LVPG Pediatrics-Laurys Station,5649 Wynnewood Drive,Walnutport,Pennsylvania,18088,Northampton,0,0,0,17,1500,0,POINT (-75.535107 40.727653)
GIANT PHARMACY-6513,1925 NORRISTOWN ROAD,MAPLE GLEN,PA,19002,Montgomery,0,0,0,134,1146,1039,POINT (-75.181902 40.179139)
PAK PEDS MTN TOP,239 S Mountaintop Blvd,Mountain Top,Pennsylvania,18707,Luzerne,0,0,0,0,356,90,
Stines Pharmacy Inc,1 East Main Street,Schuylkill Haven,Pennsylvania,17972,Schuylkill,0,0,0,3,1304,0,POINT (-76.172759 40.62926)
Pedia of Northeastern PA,920 Viewmont Drive,Dickson City,Pennsylvania,18519,Lackawanna,0,0,0,61,3254,0,POINT (-75.64645 41.454856)
Chalfont Pharmacy Inc,1700 Horizon Dr,Chalfont,Pennsylvania,18914,Bucks,0,0,0,8,4342,591,POINT (-75.218679 40.261089)
VDI-Gateway Pharmacy,165 Nutt Road,Phoenixville,Pennsylvania,19460,Chester,0,0,0,22,3157,777,POINT (-75.525371 40.128268)
Waltmire Pharmacy,1435 Spring Garden Ave,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,289,3312,2216,POINT (-79.986848 40.462781)
Providence Pediatric Practice LLC,100 Granite Drive,Media,Pennsylvania,19063,Delaware,0,0,0,4,87,0,POINT (-75.433799 39.91157)
GIANT PHARMACY-6084,2670 EGYPT ROAD,NORRISTOWN,PA,19403,Montgomery,0,0,0,741,1011,1411,POINT (-75.405607 40.130489)
Irwin Prim Cre Assoc Murrysville,118 FOX PLAN ROAD,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,10,486,54,POINT (-79.761147 40.435023)
Heritage Valley Hlth Sys Sewickley,720 Blackburn Road,Sewickley,Pennsylvania,15143,Allegheny,0,0,0,30,331,32,POINT (-80.178759 40.54352)
UPMC CCP Sewickley,111 Hazel Lane,Sewickley,Pennsylvania,15143,Allegheny,0,0,0,0,1060,454,POINT (-80.193344 40.543676)
GIANT PHARMACY-6005,6560 CARLISLE PIKE,MECHANICSBURG,PA,17050,Cumberland,0,0,0,806,2216,80,POINT (-77.029936 40.246134)
VDI-Mainline Pharmacy-Hastings,317 Beaver St.,Hastings,Pennsylvania,16646,Cambria,0,0,0,0,0,55,POINT (-78.712078 40.66563)
Allegheny Valley North,333 West Main Street,Saxonburg,Pennsylvania,16056,Butler,0,0,0,0,499,0,POINT (-79.815842 40.750607)
Doylestown Hospital,595 W State St,Doylestown,Pennsylvania,18901,Bucks,26,7,0,258,2039,532,POINT (-75.149462 40.302538)
Gordon Klinow Pediatric Associates,919 Conestoga Road Building 3,Bryn Mawr,Pennsylvania,19010,Delaware,0,0,0,134,221,270,POINT (-75.336177 40.025199)
East Suburban Pedi Murrysville,4262 Old William Penn Highway,Murrysville,Pennsylvania,15668,Westmoreland,0,0,0,13,1812,4,POINT (-79.684924 40.42794)
Anca Berenau MD PC,401 FLORAL VALE BLVD,Yardley,Pennsylvania,19067,Bucks,0,0,0,5,6,0,POINT (-74.883335 40.219362)
LVPG Pediatrics Madison Farms,4807 Freemansburg Avenue,Easton,Pennsylvania,18045,Northampton,0,0,0,0,958,0,POINT (-75.295988 40.649732)
LGH-Susquehanna Family Medicine,1159 River Rd,Marietta,Pennsylvania,175471628,Lancaster,0,0,0,31,1331,90,POINT (-76.542449 40.062719)
GIANT PHARMACY-6262,328 CHURCH STREET,DANVILLE,PA,17821,Montour,0,0,0,184,2647,0,POINT (-76.614073 40.961445)
Cornerstone Care-Greensboro,7 Glassworks Road,Greensboro,Pennsylvania,15338,Greene,0,0,0,24,433,0,POINT (-79.915142 39.800674)
Union Community Care-Water St,304 North Water Street,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,0,158,0,POINT (-76.309448 40.043134)
Darlings Sugar Grove Hlthmrt Pharm,17 Forest St,Sugar Grove,Pennsylvania,16350,Warren,0,0,0,0,711,24,POINT (-79.341241 41.982825)
PHN-Autumn Street Health Center,99 Autumn Street,Aliquippa,Pennsylvania,15001,Beaver,0,0,0,39,138,121,POINT (-80.317248 40.63576)
AHOLD USA-GIANT PHARMACY 6011,2450 CHEMICAL ROAD,Plymouth Meeting,Pennsylvania,19462,Montgomery,0,0,0,4,2803,0,POINT (-75.292319 40.101773)
GIANT PHARMACY-6321,859 NAZARETH PIKE,NAZARETH,PA,18064,Northampton,0,0,0,29,3429,293,POINT (-75.314175 40.730169)
Martins Pharmacy 6524,2121 South Atherton Street,State College,Pennsylvania,16801,Centre,10,10,0,50,1997,0,POINT (-77.831433 40.784892)
VDI-Pine Grove Pharmacy,10 East Pottsville Str,Pine Grove,Pennsylvania,17963,Schuylkill,0,0,0,20,338,37,POINT (-76.38501 40.552571)
THMG-FM-Bernville,7173 Bernville Road,Bernville,Pennsylvania,19506,Berks,0,0,0,0,71,0,POINT (-76.128015 40.445165)
VDI-Park Avenue Pharmacy Inc,220 Park Ave,Chambersburg,Pennsylvania,17201,Franklin,17,0,0,709,3131,88,POINT (-77.647661 39.94807)
VDI-Stauffers Drug Store,149 E MAIN ST,New Holland,Pennsylvania,17557,Lancaster,0,0,0,2,678,70,POINT (-76.087448 40.103123)
Centerville Clinics-Bentleyville,100 Wilson Road Bentleyville Family Practice,Bentleyville,Pennsylvania,15314,Washington,0,0,0,14,911,100,POINT (-80.003136 40.127807)
Shafers Pharmacy,11 Center St,Tamaqua,Pennsylvania,18252,Schuylkill,0,0,0,63,248,280,POINT (-75.9692 40.79689)
UPMC-STEEL CITY INT MED ELWD,291 State Route 288,Ellwood City,Pennsylvania,16117,Lawrence,0,0,0,3,513,0,POINT (-80.258534 40.846374)
Blossburg Laurel Health Center,6 Riverside Plaza,Blossburg,Pennsylvania,16912,Tioga,0,0,0,0,182,0,POINT (-77.065699 41.678509)
LGH-Parkesburg Family Medicine,950 South Octorara Trail,Parkesburg,Pennsylvania,19365,Chester,0,0,0,137,1162,122,POINT (-75.931564 39.98016)
Geisinger Wyoming Valley,1000 EAST MOUNTAIN BLVD M.C. 34-06,Wilkes Barre,Pennsylvania,18711,Luzerne,183,0,0,894,669,445,POINT (-75.812007 41.256632)
Small Town Pharmacy 2,80 W. Germantown Pike,Norristown,Pennsylvania,19401,Montgomery,0,0,0,52,2630,899,POINT (-75.318331 40.14513)
PHN Sandy Lake Com Hlth Ctr,3205 S. Main Street,Sandy Lake,Pennsylvania,16145,Mercer,0,0,0,0,54,0,POINT (-80.08071 41.346148)
East End Family Health Center,745 N Negley Ave,Pittsburgh,Pennsylvania,15206,Allegheny,0,0,0,57,480,73,POINT (-79.926429 40.471273)
Genoa Healthcare 00135,378 W CHESTNUT ST,Washington,Pennsylvania,15301,Washington,0,0,0,0,344,70,POINT (-80.253994 40.171389)
GIANT PHARMACY-6529,4510 MARKETPLACE WAY,ENOLA,PA,17025,Cumberland,6,0,0,187,1627,224,POINT (-76.975882 40.289404)
Martin Drugs Incorporated,627 S. Chester Road,Swarthmore,Pennsylvania,19081,Delaware,0,0,0,4,87,476,POINT (-75.3536 39.890695)
Healthy Starts Pediatrics,845 Sir Thomas Court,Harrisburg,Pennsylvania,17109,Dauphin,0,0,0,54,187,10,POINT (-76.821203 40.282194)
AHOLD USA-GIANT PHARMACY-6504,136 KLINE VILLAGE,Harrisburg,Pennsylvania,17104,Dauphin,0,6,0,8,2855,421,POINT (-76.840601 40.27153)
Wellspan Fam and Sprts Med Cocalico,30 West Swartzville Road P.O. Box 515,Reinholds,Pennsylvania,17569,Lancaster,6,0,0,71,1150,11,POINT (-76.079216 40.233916)
CCP Greater Pittsburgh,1811 Blvd of the Allies,Pittsburgh,Pennsylvania,15219,Allegheny,0,0,0,0,491,20,POINT (-79.981043 40.435842)
UPMC CCP Erie,3580 Peach Street,Erie,Pennsylvania,16508,Erie,0,0,0,0,2570,0,POINT (-80.080368 42.099674)
Pleasant Valley Manor Nursing Home,4227 Manor Drive,Stroudsburg,Pennsylvania,18360,Monroe,0,0,0,0,342,430,POINT (-75.288015 40.949577)
Advocare Main Line Ped Narberth,701 MONTGOMERY AVE,Narberth,Pennsylvania,19072,Montgomery,0,0,0,0,45,90,POINT (-75.255243 40.009625)
GIANT PHARMACY-6464,721 W.SPROUL ROAD,SPRINGFIELD,PA,19064,Delaware,0,0,0,61,2403,878,POINT (-75.352072 39.934547)
AHN-AC FM FPMAS PETERS,114 Gallery Drive,Canonsburg,Pennsylvania,15317,Washington,0,0,0,35,1094,100,POINT (-80.113098 40.289741)
LVPG Pediatrics-Palmer,3701 Corriere Road,Easton,Pennsylvania,18045,Northampton,0,0,0,0,793,0,
Wellspan Family Medicine South Queen Street,2471 S Queen St,York,Pennsylvania,17402,York,0,0,0,0,90,0,POINT (-76.683591 39.914637)
WE CARE PHARMACY INC,3671 Crescent Ct E,Whitehall,Pennsylvania,18052,Lehigh,0,0,0,8,955,879,POINT (-75.495505 40.653285)
Chester County Pediatrics-Exton,690 West Lincoln Highway,Exton,Pennsylvania,19341,Chester,0,0,0,8,5044,3804,POINT (-75.663889 40.021547)
Woods Service,40 Martin Gross Drive,Langhorne,Pennsylvania,19047,Bucks,20,24,0,129,242,354,POINT (-74.907526 40.175122)
UPMC CCP GIL Murrysville,1000 Infinity Drive,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,0,652,17,POINT (-79.71569 40.442144)
PHN Tri Cty Com Hlth Ctr,1555 Shawna Road,Cherry Tree,Pennsylvania,15724,Cambria,0,0,0,38,286,30,POINT (-78.799345 40.716831)
Heritage Valley Kennedy,25 Heckel Rd.,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,0,1,3,281,0,POINT (-80.091818 40.471824)
WellSpan Internal Med V Twin Dr,40 V Twin Dr,Gettysburg,Pennsylvania,17325,Adams,0,0,0,0,900,0,POINT (-77.18277 39.84572)
AHN Pedi Pedi Alliance Greentree,969 Greentree Road,Pittsburgh,Pennsylvania,15220,Allegheny,0,0,0,54,1495,0,POINT (-80.046124 40.419391)
AHOLD USA-GIANT PHARMACY 6011,2450 CHEMICAL ROAD,PLYMOUTH MEETING,PA,19462,Montgomery,0,0,0,4,2803,0,POINT (-75.292319 40.101773)
AHN AC FM Allegheny Twp Med Assoc,62 Greenbriar Drive,Leechburg,Pennsylvania,15656,Armstrong,0,0,0,92,495,0,POINT (-79.613127 40.610929)
VDI-Mainline Pharmacy Portage,619 MAIN ST,Portage,Pennsylvania,15946,Cambria,0,0,0,0,496,2047,POINT (-78.672806 40.387351)
CHOP Care Network-Drexel Hill,2100 Keystone Avenue,Drexel Hill,Pennsylvania,19026,Delaware,0,0,0,0,4131,137,POINT (-75.283905 39.954835)
Pediatric Care Specialist-Richland,1322 Eisenhower Blvd,Johnstown,Pennsylvania,15904,Cambria,8,0,0,67,1525,338,POINT (-78.852653 40.270891)
Whitehall Pharmacy,4117 MAIN ST,Whitehall,Pennsylvania,18052,Lehigh,0,0,0,19,1488,1741,POINT (-75.52212 40.683991)
Ped Med Assocs of NTN ABG PC,160 W.Germantown Pike,East Norriton,Pennsylvania,19401,Montgomery,0,0,0,297,48,510,POINT (-75.322881 40.146203)
UPMC PRIMARY CARE,175 Pine St,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,0,533,0,POINT (-77.001804 41.239473)
Wellspan Pediatrics-Dover,4020 Carlisle Rd,Dover,Pennsylvania,17315,York,0,0,0,0,77,0,POINT (-76.842795 39.993552)
Tower Hlth Med Group Ped Wyomissing,2101 State Hill Road,Wyomissing,Pennsylvania,19610,Berks,0,0,0,0,1809,0,POINT (-75.978159 40.339247)
Family Medicine Abbeyville,101 Abbeyville Road,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,0,347,0,POINT (-76.335502 40.035576)
Guthrie Clinic-Tunkhannock,512 Towne Plaza,Tunkhannock,Pennsylvania,18657,Wyoming,0,0,0,29,715,12,POINT (-75.946633 41.538739)
HVMG-HV Peds Chippewa,2580 Constitution Blvd,Beaver Falls,Pennsylvania,15010,Beaver,0,0,0,31,312,20,POINT (-80.373478 40.77263)
AHN-SVMG Elk Valley Medical Center,Elk Valley Medical Center 5165 Imperial Parkway,Girard,Pennsylvania,16417,Erie,0,0,0,0,211,0,
CCP Heritage,3720 Market St,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,66,2715,316,POINT (-76.945804 40.238907)
Select Specialty Hospital-UPMC,200 Lothrop St,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,285,680,684,POINT (-79.960775 40.441817)
UPMC-CCP-Bass Wolfson Cranberry,3104 Unionville Road,Cranberry Twp,Pennsylvania,16066,Butler,0,0,0,36,2149,36,POINT (-80.113327 40.708271)
WellSpan OB/GYN-Stony Brook,"4222 E Market St, Lincoln Hwy",York,Pennsylvania,17406,York,0,0,0,18,112,0,
LGH-Lincoln Family Medicine,101 Larkspur Lane,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,29,176,158,
UPMC Passavant McCandless,9100 Babcock Boulevard,Pittsburgh,Pennsylvania,15237,Allegheny,31,5,0,1733,184,610,POINT (-80.016518 40.568235)
UPMC-Bedford Memorial,10455 Lincoln Highway,Everett,Pennsylvania,15537,Bedford,0,0,0,81,0,10,POINT (-78.433349 40.024728)
CKHS ChesPenn Hlth Srvs Est 9th,125 East 9th Street,Chester,Pennsylvania,19013,Delaware,0,0,0,193,721,568,POINT (-75.359715 39.853061)
Norristown State Hospital,1001 Sterigere St,Norristown,Pennsylvania,19401,Montgomery,0,0,0,14,521,355,POINT (-75.348566 40.129384)
LINDEN PHARMACY,3010 LINDEN STREET,Bethlehem (Part-Northampton),Pennsylvania,18017,Northampton,0,0,0,11,2298,846,POINT (-75.355702 40.656809)
Symbria Rx Great Lakes South LLC,1596 Hancock Avenue,Apollo (Part-Armstrong),Pennsylvania,15613,Armstrong,0,0,0,825,765,1475,POINT (-79.570446 40.576025)
Cornerstone Coord Health Care LLC,40 West Frack Street,Frackville,Pennsylvania,17931,Schuylkill,0,0,0,62,367,60,POINT (-76.231962 40.784825)
VDI-Martellas Park Hill Pharmacy,1932 William Penn Ave,Johnstown,Pennsylvania,15909,Cambria,0,0,0,0,20,0,POINT (-78.872369 40.374531)
Keystone Fam Med Chambersburg,820 Fifth Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,1479,230,55,POINT (-77.645016 39.945085)
TriCounty Pediatrics Southampton,729 Grove Ave,Southampton,Pennsylvania,18966,Bucks,0,0,0,0,211,0,POINT (-75.045071 40.175966)
Keith Sadel MD Internl Med LLC,715 Cherry Ln 2nd floor,Southampton,Pennsylvania,18966,Bucks,0,0,0,46,821,27,POINT (-75.041593 40.173599)
PPCP-McMurray Brookline Washington Rd,3928 Washington Road,Mc Murray,Pennsylvania,15317,Washington,0,0,0,0,49,0,POINT (-80.128098 40.270982)
WellSpan Fam Med Nrth Fourth St,30 North 4th Street 2nd Floor,Lebanon,Pennsylvania,17046,Lebanon,0,0,0,9,999,0,POINT (-76.417952 40.340772)
PHN-Mercer Primary Care,737 Greenville Road,Mercer,Pennsylvania,16137,Mercer,1,0,0,0,253,30,POINT (-80.248432 41.248466)
AHN-Zelienople-HMPG LLC,4090 Jacksons Pointe Court Court Building 4000,Zelienople,Pennsylvania,16063,Butler,0,0,0,240,7040,800,POINT (-80.120754 40.757884)
AHN FORBES HOSPITAL,PHARMACY 2570 HAYMAKER ROAD,MONROEVILLE,PENNSYLVANIA,15146,Allegheny,16,14,0,224,204,292,
Squirrel Hill Hth Ctr Brentwood,4516 Browns Hill Rd,Pittsburgh,Pennsylvania,15217,Allegheny,0,0,0,580,77,78,POINT (-79.92582 40.416708)
St Clair Hospital,St. Clair Hospital 1000 Bower Hill Rd,Pittsburgh,Pennsylvania,15243,Allegheny,2,0,0,40,1675,1608,
PMA-Family Practice Irwin,4044 Route 130,Irwin,Pennsylvania,15642,Westmoreland,0,0,0,0,651,0,POINT (-79.685294 40.374338)
PHN-Wayne Primary Care,650 East Avenue,Erie,Pennsylvania,16503,Erie,0,0,0,0,100,70,POINT (-80.06264 42.137121)
LVPG-Coordinated Health Pittston,1120 Oak Street,Pittston,Pennsylvania,18640,Luzerne,0,234,0,332,343,306,POINT (-75.770445 41.307967)
UPMC-CCP-Hamot Pediatrics,300 State Street,Erie,Pennsylvania,16507,Erie,0,0,0,4,688,110,POINT (-80.08688 42.131897)
Advocare Main Line Pediatrics,701 MONTGOMERY AVE,Narberth,Pennsylvania,19072,Montgomery,0,0,0,0,74,0,POINT (-75.255243 40.009625)
SHREE ANJANEYA LLC,801 W MAIN ST,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,25,3581,864,POINT (-75.292861 40.24705)
Tyrone Hosp,187 Hospital Drive,Tyrone,Pennsylvania,16686,Blair,0,0,0,241,255,260,POINT (-78.252302 40.674843)
Albion Pharmacy,9 East State Street,Albion,Pennsylvania,16401,Erie,0,0,0,0,919,0,POINT (-80.365963 41.890903)
Centerville Clinics-Connellsville,601 South Arch Street,Connellsville,Pennsylvania,15425,Fayette,0,0,0,0,680,0,POINT (-79.591082 40.012674)
Sloans Mount Joy Pharmacy,61 East main Street,Mount Joy,Pennsylvania,17552,Lancaster,0,0,0,0,16,0,POINT (-76.500509 40.109401)
Lansdale Hospital,100 Medical Campus Drive,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,119,127,2700,POINT (-75.270823 40.250795)
Main Line Health-Paoli Hospital,255 W LANCASTER AVE,Paoli,Pennsylvania,19301,Chester,0,0,0,160,67,36,POINT (-75.499846 40.042102)
GIANT PHARMACY-6542,950 WALNUT BOTTOM RD,Carlisle,Pennsylvania,17015,Cumberland,0,0,0,27,2055,11,POINT (-77.214408 40.183168)
LVPG-Coordinated Health LV Hospital,3100 Emrick Blvd,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,5,0,207,2238,440,POINT (-75.295264 40.66533)
AHN AC IM Washing Internal Medic,400 LOCUST AVE,Washington,Pennsylvania,15301,Washington,0,0,0,552,220,0,POINT (-80.242362 40.181357)
Masland Associates,220 Wilson Street,Carlisle,Pennsylvania,17013,Cumberland,0,0,0,75,806,0,POINT (-77.202904 40.198342)
Haeun Pharmacy,7300 Old York Rd,Melrose Park,Pennsylvania,19027,Montgomery,0,0,0,459,150,285,POINT (-75.13651 40.062353)
Masonic Village Pharmacy,99 Masonic Drive,Elizabethtown,Pennsylvania,17022,Lancaster,0,0,0,192,1764,75,POINT (-76.61079 40.145496)
VDI-Woodward Pharmacy,565 Spring St,Houtzdale,Pennsylvania,16651,Clearfield,0,0,0,266,10,61,POINT (-78.342988 40.826395)
Lawrenceville Laurel Health Center,32 East Lawrence Road,Lawrenceville,Pennsylvania,16929,Tioga,0,0,0,0,258,33,POINT (-77.035276 41.990534)
VDI-Mainline Pharmacy Nanty Glo,1049 Shoemaker St,Nanty Glo,Pennsylvania,15943,Cambria,0,0,0,0,3369,3376,POINT (-78.835832 40.470517)
Valley Care Pharmacy,940 Jefferson Ave.,Scranton,Pennsylvania,18510,Lackawanna,0,0,0,6,1951,1098,POINT (-75.651505 41.415151)
The Medicine Shoppe-York,1698 S QUEEN ST,York,Pennsylvania,17403,York,0,0,0,0,3856,770,POINT (-76.705379 39.942899)
Plundo Medical Associates,518 Pellis Road,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,27,697,584,POINT (-79.522042 40.293931)
AHN AC FM JRMC 455 VLLY BROOK RD,455 VALLEY BROOK RD,CANONSBURG,PENNSYLVANIA,15317,Washington,0,0,0,20,75,0,POINT (-80.085102 40.279583)
PH-Penn Highlands Comm DuBois,621 S. Main St.,Du Bois,Pennsylvania,15801,Clearfield,0,0,0,12,151,308,POINT (-78.773334 41.113896)
UPMC-SMFHC-New Kensington,1072 5th Ave,New Kensington,Pennsylvania,15068,Westmoreland,0,0,0,20,2737,368,POINT (-79.765787 40.567883)
Penn Medicine at Valley Forge,1001 Chesterbrook Blvd,Berwyn,Pennsylvania,19312,Chester,0,0,0,107,141,222,POINT (-75.463017 40.063566)
Kids Plus Pediatrics-SQH,4070 Beechwood Blvd,Pittsburgh,Pennsylvania,15217,Allegheny,0,0,0,551,429,6084,POINT (-79.938382 40.426975)
GHS-BRADFORD,116 INSTERSTATE PARKWAY,BRADFORD,PENNSYLVANIA,16701,McKean,0,0,1,377,164,554,
Kids Plus Pediatrics PC-PLH,810 Clairton Blvd.,Pittsburgh,Pennsylvania,15236,Allegheny,0,0,0,1006,556,3266,POINT (-79.944002 40.325213)
SLPG-Easton Area Family Medicine,2925 William Penn Hwy,Easton,Pennsylvania,18045,Northampton,0,0,0,237,109,90,POINT (-75.258523 40.678839)
Contract Pharmacy Services,125 Titus Avenue,Warrington,Pennsylvania,18976,Bucks,0,0,0,84,207,649,POINT (-75.144695 40.218614)
CCP-UNIONTOWN,140 Wayland Smith Drive,Uniontown,Pennsylvania,15401,Fayette,0,0,0,64,137,30,POINT (-79.753914 39.912479)
Martellas Pharmacy of Ligonier LLC,113 South Fairfield Street,Ligonier,Pennsylvania,15658,Westmoreland,0,0,0,41,0,6,POINT (-79.239701 40.243175)
AHOLD USA-GIANT PHARMACY-6333,901 S WEST END BOULEVARD,QUAKERTOWN,PA,18951,Bucks,0,0,0,443,2794,246,POINT (-75.345596 40.420719)
GIANT PHARMACY-6316,1550 N MAIN ST,Dickson City,Pennsylvania,18447,Lackawanna,0,0,0,2,2243,0,POINT (-75.466629 41.662399)
Scranton Prim Hlth Cre Ctr Inc,959 Wyoming Avenue,Scranton,Pennsylvania,18509,Lackawanna,0,0,0,93,139,12342,POINT (-75.654803 41.418076)
UPMC-SMFHC-Bloomfield Garfield,5475 Penn Avenue,Pittsburgh,Pennsylvania,15206,Allegheny,0,0,0,13,2689,419,POINT (-79.933383 40.464444)
UPMC-PC Partners Monroeville,400 Oxford Drive,Monroeville,Pennsylvania,151462355,Allegheny,0,0,0,405,20,0,POINT (-79.787456 40.431168)
VDI-Mainline Pharmacy Ebensburg,3720 New Germany Road,Ebensburg,Pennsylvania,15931,Cambria,0,0,0,195,2566,3296,POINT (-78.735749 40.481168)
Wellspan Fam Med-Roosevelt Ave,1401 Roosevelt Avenue,York,PA,17404,York,0,0,0,123,247,0,POINT (-76.758733 39.97938)
Anderson Pharmacy,334 Main Street,Denver,Pennsylvania,17517,Lancaster,0,0,0,0,2865,600,POINT (-76.136135 40.232114)
UPMC Northwest,100 Fairfield Drive,Seneca,Pennsylvania,16346,Venango,0,6,0,713,793,62,POINT (-79.706788 41.3597)
GHS JNJ Malvern,200 Great Valley Parkway,Malvern,Pennsylvania,19355,Chester,0,0,0,0,24,0,POINT (-75.545344 40.060699)
CHS ChesPenn Hlth Srvs Coatesvile,744 East Lincoln Highway,Coatesville,Pennsylvania,19320,Chester,0,0,0,0,985,120,POINT (-75.809318 39.985511)
Stephens Pharmacy,1101 Main Street,Honesdale,Pennsylvania,18431,Wayne,0,0,0,1367,40,86,POINT (-75.257393 41.575658)
VDI-Curtis Pharmacy-Washington,575 Henderson Ave,Washington,Pennsylvania,15301,Washington,0,0,0,69,5,0,POINT (-80.267295 40.191888)
LGH-Lincoln Family Medicine,1635 West Main Street,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,29,176,158,POINT (-76.204048 40.199094)
Sheffield Pharmacy,27 S. Main St.,Sheffield,Pennsylvania,16347,Warren,0,0,0,100,957,39,POINT (-79.034312 41.702686)
VDI-Curtis Pharmacy-Claysville,305 Main St,Claysville,Pennsylvania,15323,Washington,0,0,0,0,193,5,POINT (-80.410052 40.117929)
VDI-Blairsville Pharmacy,135 E Market St.,Blairsville,Pennsylvania,15717,Indiana,0,0,0,82,4000,5746,POINT (-79.25985 40.431085)
UPMC CHILD HOSP OF PITTSBURGH,4401 Penn Avenue,Pittsburgh,Pennsylvania,15224,Allegheny,0,0,0,5133,320,178,POINT (-79.9529 40.466064)
AHN AC IM Bnacorsi Brwn Johsn Monre,2550 Mosside Boulevard,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,0,148,0,POINT (-79.753081 40.427159)
Hulmeville Rd Pharmacy,3554 Hulmeville Rd,Bensalem,Pennsylvania,19020,Bucks,0,0,0,0,3061,0,POINT (-74.939237 40.104889)
Greenville Community Health Center,348 Main Street,Greenville,Pennsylvania,16125,Mercer,0,0,0,0,9,0,POINT (-80.378736 41.408391)
SLUHN-Monroe,100 St. Lukes Lane,Stroudsburg,Pennsylvania,18360,Monroe,30,2,0,487,1515,216,POINT (-75.261745 40.9979)
UPMC CCP Moon,1600 Coraopolis Heights Road,Moon Township,Pennsylvania,15108,Allegheny,0,0,0,284,1396,860,POINT (-80.206799 40.499054)
LVPG Family Medicine-Tobyhanna,100 Community Drive,Tobyhanna,Pennsylvania,18466,Monroe,0,0,0,3,19,0,POINT (-75.373421 41.148485)
Lycoming County SHC,1000 Commerce Park Drive,Williamsport,Pennsylvania,17701,Lycoming,17,0,0,374,375,366,POINT (-76.98434 41.246575)
