,Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Total Wastage,Georeferenced Latitude & Longitude
1252,Adagio Health-Butler,323 Sunset Drive,Butler,Pennsylvania,16001,Butler,0,0,0,283,358,271,912,-79.916538 40.905775
1253,Astorino Family Pharmacy,1015 Buffalo street,Franklin,Pennsylvania,16323,Venango,0,14,0,85,197,69,365,-79.827078 41.393508
1254,GIANT PHARMACY-6319,202 CHESTNUT ST,Coplay,Pennsylvania,18037,Lehigh,0,0,0,1,838,0,839,-75.493657 40.673844
1255,Superior Care Pharmacy Incorporated,518 Burke Bypass,Olyphant,Pennsylvania,18447,Lackawanna,0,0,0,80,1393,571,2044,-75.596869 41.470483
1256,AFC Urgent Care-Lower Macungie,780 N Krocks Road,Allentown,Pennsylvania,18106,Lehigh,0,0,0,372,7,234,613,-75.564012 40.564724
1257,GIANT PHARMACY-6271,14635 MT AIRY ROAD,SHREWSBURY,PA,17361,York,0,0,0,0,759,57,816,-76.670992 39.773322
1258,St Marys Pharmacy,4 Railroad Street,Saint Marys,Pennsylvania,15857,Elk,0,0,0,0,251,380,631,-78.561071 41.427667
1259,AHN Deer Lakes-Oakmont,333 Allegheny Ave,Oakmont,Pennsylvania,15139,Allegheny,0,0,0,0,13,0,13,-79.843414 40.515565
1260,Providence Pediatric Practice LLC,100 Granite Drive,Media,Pennsylvania,19063,Delaware,0,0,0,4,24,0,28,-75.434078 39.911553
1261,Altoona Arth and Osteop Cntr,175 Meadowbrook Lane,Duncansville,Pennsylvania,16635,Blair,0,0,0,0,593,0,593,-78.417164 40.435193
1262,INDIANA REGIONAL MEDICAL CENTER,835 HOSPITAL ROAD,Indiana,Pennsylvania,15701,Indiana,0,4,0,127,14,0,145,-79.158891 40.608642
1263,AHOLD USA-GIANT PHARMACY-6277,7673 LAKE RAYSTOWN SHOPPING CENTER,HUNTINGDON,PA,16652,Huntingdon,0,0,0,0,725,0,725,-78.013383 40.479429
1264,The Medicine Shoppe-Dallas,26 Dallas Shopping Center,Dallas,Pennsylvania,18612,Luzerne,0,0,0,37,198,0,235,
1265,Wellspan Family Medicine South Queen Street,2471 S Queen St,York,Pennsylvania,17402,York,0,0,0,0,14,0,14,-76.683497 39.914491
1266,Tower Health-Douglassville Internal Med,957 Benjamin Franklin Parkway,Douglassville,Pennsylvania,19518,Berks,0,0,0,0,23,0,23,-76.164451 40.358524
1267,Wellspan Gettysburg Hospital,PHARMACY 147 GETTYS STREET,GETTYSBURG,PENNSYLVANIA,17325,Adams,0,35,0,45,0,6,86,
1268,AHN-Allegheny General Hospital,320 East North Avenue,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,489,3103,100,3692,-80.003249 40.456149
1269,Sadler Health Center,100 North Hanover Street,Carlisle,Pennsylvania,17013,Cumberland,10,0,0,48,677,40,775,-77.188864 40.203219
1270,Fam Prac Ctr Administration,270 Susquehanna Valley Mall Drive,Selinsgrove,Pennsylvania,17870,Snyder,0,0,0,0,57,30,87,-76.849578 40.828807
1271,Spartansburg Medical Center,132 Mechanic Street PO Box 211,Spartansburg,Pennsylvania,16434,Crawford,0,0,0,0,178,190,368,-79.687349 41.823321
1272,Lansdale Hospital,100 Medical Campus Drive,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,9,64,53,126,-75.271523 40.2512
1273,VDI-Mainline Pharmacy-Somerset,168 West Main St,Somerset,Pennsylvania,15501,Somerset,0,0,0,0,2351,72,2423,-79.080619 40.008446
1274,Whitemarsh Pharmacy,553 Germantown Pike,Lafayette Hill,Pennsylvania,19444,Montgomery,1,0,0,92,761,277,1131,-75.251552 40.086114
1275,UPMC Lawrenceville Fam Hlth Ctr,3937 Butler Street,Pittsburgh,Pennsylvania,15201,Allegheny,0,0,0,12,500,0,512,-79.963214 40.468013
1276,WellSpan Internal Med V Twin Dr,40 V Twin Dr,Gettysburg,Pennsylvania,17325,Adams,0,0,0,0,97,0,97,-77.18277 39.84572
1277,Uptown Discount Drugs,2336 N 3RD ST,Harrisburg,Pennsylvania,17110,Dauphin,0,0,0,62,96,0,158,-76.897746 40.28336
1278,LGH-County Line Family Medicine,5360 Lincoln Highway,Gap,Pennsylvania,17527,Lancaster,0,0,1,8,7,0,16,-76.017773 39.991633
1279,Irwin Primary Care (Irwin,7546 Route 30 1st floor,Irwin,Pennsylvania,15668,Westmoreland,0,0,0,0,8,0,8,-79.663048 40.311651
1280,AHN-Jefferson Regional Hospital,Pharmacy Department 565 Coal Valley Road,Jefferson Hills,Pennsylvania,15025,Allegheny,0,0,0,254,70,595,919,
1281,Spring Garden Family Practice,924 Colonial Ave,York,Pennsylvania,17403,York,0,0,0,0,479,0,479,-76.740413 39.942162
1282,The Medicine Shoppe-York,1698 S QUEEN ST,York,Pennsylvania,17403,York,0,0,0,0,895,176,1071,-76.705379 39.942899
1283,VDI-Williams Valley Pharmacy,226 East Grand Avenue,Tower City,PA,17980,Schuylkill,0,0,0,421,323,567,1311,-76.556437 40.588623
1284,Tri Cty Hth and Wellness Ctr,507 Kimberton Rd,Phoenixville,Pennsylvania,19460,Chester,0,0,0,110,372,0,482,-75.547056 40.129625
1285,GIANT PHARMACY-6269,3301 TRINDLE ROAD,CAMP HILL,PA,17011,Cumberland,0,0,0,55,755,0,810,-76.935436 40.238145
1286,Cornerstone Care-Clairton,559 Miller Avenue,Clairton,PA,150251746,Allegheny,0,0,0,91,12,200,303,-79.883266 40.293136
1287,GIANT PHARMACY-6484,1605 LITITZ PIKE,LANCASTER,PA,17601,Lancaster,0,0,0,0,610,0,610,-76.307282 40.067666
1288,Sheehans Pharmacy,79 E. Carey Street,Plains,Pennsylvania,18705,Luzerne,0,0,0,260,58,164,482,-75.847328 41.274402
1289,UPMC Hamot,201 State St,Erie,Pennsylvania,16507,Erie,0,0,0,0,114,0,114,-80.087825 42.133331
1290,Moses Taylor Hospital,PHARMACY 700 QUINCY AVENUE,Scranton,Pennsylvania,18510,Lackawanna,0,0,0,102,0,240,342,
1291,Family First Health-Hanover Center,1230 High Street,Hanover,Pennsylvania,17331,York,0,0,0,6,34,0,40,-77.002807 39.823741
1292,Einstein Medical Center Montgomery,EMCM PHARMACY 559 W GERMANTOWN PIKE,East Norriton,Pennsylvania,19403,Montgomery,0,0,0,4,0,0,4,
1293,Haeun Pharmacy,7300 Old York Rd,Melrose Park,Pennsylvania,19027,Montgomery,0,0,0,373,28,56,457,-75.13651 40.062353
1294,Refresh Dental New Castle,2616 WILMINGTON RD,New Castle,Pennsylvania,16105,Lawrence,0,0,0,6,19,0,25,-80.355246 41.033859
1295,PHN-Titusville Community Health,120 South Martin St,Titusville,Pennsylvania,16354,Crawford,0,0,0,0,94,0,94,-79.671599 41.625877
1296,The Wright Center-Mid Valley,5 South Washington Avenue,Jermyn,Pennsylvania,18433,Lackawanna,0,0,0,87,253,0,340,-75.547511 41.516304
1297,AHN-AC FM PRIME MEDICAL GROUP,1645 Rostraver Road,Belle Vernon,Pennsylvania,15012,Fayette,0,0,0,0,33,0,33,-79.806154 40.175748
1298,AHN-HWP PHARMACY,12311 Perry Highway,Wexford,PA,15090,Allegheny,6,0,0,2,0,0,8,-80.062156 40.636303
1299,Passport Health,847 Easton Rd Suite 2800,Warrington,Pennsylvania,18976,Bucks,0,0,0,0,54,0,54,-75.13659 40.237388
1300,PHN Tri Cty Com Hlth Ctr,1555 Shawna Road,Cherry Tree,Pennsylvania,15724,Cambria,0,0,0,18,97,0,115,-78.799345 40.716831
1301,CHS ChesPenn Hlth Srvs Coatesvile,744 East Lincoln Highway,Coatesville,Pennsylvania,19320,Chester,0,0,0,0,9,0,9,-75.809266 39.985522
1302,Rx Partners,500 Old Pond Road,Bridgeville,Pennsylvania,15017,Allegheny,10,0,0,73,10,579,672,-80.119309 40.353348
1303,CHOP Care Network-Paoli,2 Industrial Boulevard,Paoli,Pennsylvania,19301,Chester,0,0,0,24,110,396,530,-75.498307 40.042792
1304,AHN-AC FHP HARRISVILLE,321 East Mercer Street,Harrisville,Pennsylvania,16038,Butler,0,0,0,0,10,0,10,-80.006431 41.13684
1305,Adagio Health-New Castle,200 South Jefferson Street,New Castle,Pennsylvania,16101,Lawrence,0,0,0,268,180,526,974,-80.347122 40.997935
1306,Genoa Healthcare 20118,1350 West 26th Street,Erie,Pennsylvania,16508,Erie,0,0,0,116,13,42,171,-80.103018 42.101065
1307,GIANT PHARMACY-6321,859 NAZARETH PIKE,NAZARETH,PA,18064,Northampton,0,0,0,13,918,0,931,-75.314175 40.730169
1308,GIANT PHARMACY-6474,1153 NORTH 5TH STREET,PERKASIE,PA,18944,Bucks,0,0,0,382,268,494,1144,-75.276549 40.383467
1309,AHOLD USA-GIANT PHARMACY 6011,2450 CHEMICAL ROAD,PLYMOUTH MEETING,PA,19462,Montgomery,0,0,0,0,139,0,139,-75.292326 40.101766
1310,Susq Comm Hlth and Dental Cnte,471 Hepburn Street,Williamsport,Pennsylvania,17701,Lycoming,0,78,0,200,169,0,447,-77.006961 41.241842
1311,Fishers Pharmacy,654 East Pitt St PO box 346,Bedford,Pennsylvania,15522,Bedford,0,0,0,43,674,183,900,-78.491298 40.018476
1312,St Clare Pharmacy,1203 Langhorne-Newton Road,Langhorne,Pennsylvania,19047,Bucks,0,0,0,0,4,100,104,-74.929656 40.202682
1313,Robrt F Crowell DO Stvn J Fisher DO,4000 Edgmont ave,Brookhaven,Pennsylvania,19015,Delaware,0,0,0,0,179,0,179,-75.387379 39.872183
1314,AHN-SVMG Edinboro Medical Center,450 Erie Street,Edinboro,Pennsylvania,16412,Erie,0,0,0,12,7,0,19,-80.128347 41.882091
1315,Willow Grve Hlth Cntr-Montgom Cnty,102 York Road,Willow Grove,Pennsylvania,19090,Montgomery,0,0,0,178,33,715,926,-75.114774 40.143151
1316,Internists of Central PA,108 LOWTHER ST,Lemoyne,Pennsylvania,17043,Cumberland,0,0,0,11,73,0,84,-76.884168 40.245461
1317,UPMC-SH Fam Med McElhattan,1 Outlet Lane,Lock Haven,Pennsylvania,17745,Clinton,0,0,0,0,374,0,374,-77.356405 41.152833
1318,VDI-Curtis Pharmacy-Claysville,305 Main St,Claysville,Pennsylvania,15323,Washington,0,0,0,0,152,0,152,-80.410033 40.117935
1319,LGHP-Family Medicine Red Rose,955 East King Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,7,22,0,29,-76.284565 40.039976
1320,Indiana County SHC,72 North 2nd Street,Indiana,Pennsylvania,15701,Indiana,0,0,0,25,0,0,25,-79.140711 40.623767
1321,GIANT PHARMACY-6122,1969 E 3RD ST,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,5,375,0,380,-76.96158 41.24827
1322,SCI-Mercer,801 Butler Pike,Mercer,Pennsylvania,16137,Mercer,0,0,0,395,8,0,403,-80.220125 41.206971
1323,MHEDS-PEACH ST,2928 Peach Street,Erie,Pennsylvania,16508,Erie,0,0,0,61,0,0,61,-80.076407 42.107191
1324,Centerville Clinics-Fredericktown,1070 Old National Pike Rd,Fredericktown,Pennsylvania,15333,Washington,1,0,0,328,32,50,411,-79.985087 40.047222
1325,Pennsbury Pharmacy Inc,8545 NEW FALLS RD,Levittown,Pennsylvania,19054,Bucks,0,0,0,0,188,0,188,-74.835365 40.170918
1326,GIANT PHARMACY-6314,216 EAST FAIRMOUNT ST,COOPERSBURG,PA,18036,Lehigh,0,0,0,36,1458,402,1896,-75.38429 40.51594
1327,Tower Health-Bernville Fam Med,7173 Bernville Road,Bernville,Pennsylvania,19506,Berks,0,0,0,6,35,0,41,-76.128015 40.445165
1328,VDI-Livingston Pharmacy,550 Miller Ave,Clairton,Pennsylvania,15025,Allegheny,0,0,0,0,410,0,410,-79.883134 40.293546
1329,GIANT PHARMACY-6455,3560 ROUTE 611,BARTONSVILLE,PA,18321,Monroe,0,0,0,301,818,348,1467,-75.273417 41.002343
1330,GIANT PHARMACY-6443,925 NORLAND AVENUE,CHAMBERSBURG,PA,17201,Franklin,0,1,0,13,204,0,218,-77.6307 39.940982
1331,Associates in Ophthalmology Ltd.,9970 Mountain View Dr,West Mifflin,Pennsylvania,15122,Allegheny,0,0,0,18,12,0,30,-79.940246 40.34165
1332,Pennridge Ped Assoc-Harleysville,270 MAIN ST,Harleysville,Pennsylvania,19438,Montgomery,0,0,4,23,371,296,694,-75.377123 40.267859
1333,UPMC Susquehanna Hlth Fam Medic,UPMC-SH Lock Haven Family Med 610 High Street,Lock Haven,Pennsylvania,17745,Clinton,0,0,0,9,459,0,468,
1334,GIANT PHARMACY-6120,255 CUMBERLAND PARKWAY,MECHANICSBURG,PA,17055,Cumberland,5,0,0,636,68,0,709,-76.982548 40.193781
1335,Pechin Pharmacy,6 Zia Maria Way,Connellsville,Pennsylvania,15425,Fayette,0,0,0,0,401,539,940,
1336,Penn St Hlth Cmty Vax Site Dauphin,555 Campus Drive,Hershey,Pennsylvania,17033,Dauphin,0,0,0,18,207,0,225,
1337,VDI-Crestwood Pharmacy,10 S Mountain Blvd,Mountain Top,Pennsylvania,18707,Luzerne,0,0,0,139,30,122,291,-75.886361 41.161562
1338,MNPG Pediatrics Boalsburg,3901 S Atherton Street,State College,Pennsylvania,16801,Centre,0,0,0,0,194,0,194,-77.801278 40.781213
1339,GIANT PHARMACY-6471,86 GLOCKER WAY,POTTSTOWN,PA,19465,Chester,0,1,0,0,1112,0,1113,-75.657585 40.208874
1340,WINDBER MEDICAL CENTER,600 SOMERSET AVENUE,Windber,Pennsylvania,15963,Somerset,0,10,0,101,20,686,817,-78.837917 40.242123
1341,WellSpan Intl Med Scotland Ave,2055 Scotland Ave,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,2,251,72,325,-77.632597 39.957636
1342,GIANT PHARMACY-6324,4001 NEW FALLS RD,LEVITTOWN,PA,19056,Bucks,0,0,0,24,954,0,978,-74.886105 40.133238
1343,Penn St Hlth Cmty Vax Site Dauphin,30 E Granada Ave,Hershey,Pennsylvania,17033,Dauphin,0,0,0,18,207,0,225,-76.646724 40.284914
1344,Family First Health-Columbia Center,369 Locust Street 1st Floor,Columbia,Pennsylvania,17512,Lancaster,0,0,0,22,15,0,37,-76.501264 40.032778
1345,The Medicine Shoppe-Boyertown,2 E. Philadelphia Avenue,Boyertown,Pennsylvania,19512,Berks,0,0,0,544,200,3134,3878,-75.637151 40.333497
1346,Hilltop Pharmacy,818 E. Warrington Ave,Pittsburgh,Pennsylvania,15210,Allegheny,0,0,0,0,609,70,679,-79.992935 40.421802
1347,Altna Lgn Twp Mob Med Emr Dept Auth,1012 7th Avenue,Altoona,Pennsylvania,16602,Blair,0,0,0,1,66,210,277,-78.395674 40.514488
1348,Lackawanna Medical Group,201 Smallacombe Drive,Scranton,Pennsylvania,18508,Lackawanna,0,0,0,0,23,0,23,-75.67478 41.448809
1349,GIANT PHARMACY-6301,3477 LINCOLN HIGHWAY,THORNDALE,PA,19372,Chester,0,0,0,0,174,0,174,-75.754271 39.994629
1350,LVPG-Coordinated Health LV Hospital,3100 Emrick Blvd,Bethlehem (Part-Northampton,Pennsylvania,18020,Northampton,0,5,0,138,759,25,927,-75.295274 40.665369
1351,Synergy Grandview Pharmacy Inc.,173 POINT TOWNSHIP DR,Northumberland,Pennsylvania,17857,Northumberland,0,1,0,55,8,0,64,-76.781599 40.899742
1352,DCI-Shenango Valley,737 Brookshire Drive,Hermitage,Pennsylvania,16148,Mercer,0,0,0,13,0,0,13,-80.452602 41.243736
1353,Wellspan Fam Med Philadelphia Ave,3106 Philadelphia Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,59,416,0,475,-77.627048 39.976763
1354,PSH Cmty Vax Site-Cumberland,890 Poplar Church Road,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,0,105,20,125,-76.923745 40.254996
1355,Brundages Waymart Pharmacy,238 Belmont Street,Waymart,Pennsylvania,18472,Wayne,0,1,0,528,42,465,1036,-75.408272 41.582354
1356,Holy Redeemer Hosp and Med Cntr,1648 Huntingdon Pike Attn: Pharmacy Dept,Meadowbrook,Pennsylvania,19046,Montgomery,0,0,0,957,124,0,1081,-75.081101 40.108944
1357,PSH Cmty Vax Site-Lancaster,1600 Cloister Drive,Lancaster,Pennsylvania,17601,Lancaster,17,0,0,10,278,0,305,-76.356615 40.082268
1358,Cleveland Cliffs-Butler Works,1 Armco Drive Attn: Plant Medical,Lyndora,Pennsylvania,16045,Butler,0,0,0,5,0,0,5,-79.921488 40.84813
1359,LGH-Lancaster General Hospital,555 North Duke Street,Lancaster,Pennsylvania,17603,Lancaster,25,0,0,79,2642,41,2787,-76.305328 40.046975
1360,MLHC-Urgent Care in Wynnewood,306 E Lancaster Avenue,Wynnewood,PA,19096,Montgomery,0,0,0,0,113,0,113,-75.265316 39.993375
1361,AHN-AC FM FPMAS PETERS,114 Gallery Drive,Canonsburg,Pennsylvania,15317,Washington,0,0,0,0,26,0,26,-80.112832 40.289524
1362,MLHC-Urgent Care at Concordville,1020 Baltimore Pike,Glen Mills,PA,19342,Delaware,0,0,0,0,192,0,192,-75.538143 39.882943
1363,Public Drug,6925 Ludlow Street,Upper Darby,Pennsylvania,19082,Delaware,0,0,0,162,11,83,256,-75.260129 39.961252
1364,Wellspan Family Medicine Hayshire,2775 North George Street,York,Pennsylvania,17406,York,0,0,0,0,134,0,134,-76.733148 40.005186
1365,Stines Pharmacy Inc,1 East Main Street,Schuylkill Haven,Pennsylvania,17972,Schuylkill,0,0,0,3,88,0,91,-76.172708 40.629309
1366,VDI-Wileys Pharmacy of Quarryville,112 TownsEdge Drive,Quarryville,Pennsylvania,17566,Lancaster,0,0,0,0,225,0,225,-76.175489 39.895336
1367,WellSpan OB/GYN -Tri Hill,1693 S Queen St,York,Pennsylvania,17403,York,0,0,0,24,29,0,53,-76.705204 39.942751
1368,Oak Valley Medical and Dental PC,103 New Meadow Run Dr,Farmington,Pennsylvania,15437,Fayette,0,17,0,37,0,0,54,
1369,GIANT PHARMACY-6046,2721 STREET ROAD,BENSALEM,PA,19020,Bucks,0,0,0,127,706,0,833,-74.953274 40.110554
1370,GIANT PHARMACY-6052,993 WAYNE AVENUE,CHAMBERSBURG,PA,17201,Franklin,0,0,0,88,411,0,499,-77.653154 39.914057
1371,Shickshinny Health Center,26 North Main Street,Shickshinny,Pennsylvania,18655,Luzerne,0,0,0,0,7,0,7,-76.149409 41.154186
1372,DCI Renal Srvs of Pbg LLC North V,613 E Pittsburgh McKeesport Blvd,North Versailles,Pennsylvania,15137,Allegheny,0,0,0,100,12,0,112,-79.82795 40.373003
1373,CHOP Care Network-Pottstown,1590 Medical Drive,Pottstown,Pennsylvania,19464,Montgomery,0,0,0,72,175,0,247,-75.612925 40.23959
1374,Quality Pharmacy Retail,164 Medical Center Rd,Chicora,Pennsylvania,16025,Butler,0,0,0,0,392,0,392,-79.749293 40.940075
1375,JDC Pediatrics-Enola,1824 Good Hope Road,Enola,Pennsylvania,17025,Cumberland,0,0,0,11,282,0,293,-76.986209 40.282689
1376,WellSpan Internal Medicine-Dover,4020 Carlisle Road,Dover,PA,17315,York,0,0,0,9,124,0,133,-76.84302 39.993812
1377,Tower Health-Brandywine Hospital,201 Reeceville Road,Coatesville,Pennsylvania,19320,Chester,0,0,0,0,293,420,713,-75.790263 40.009586
1378,Mount Nittany Medical Center,PHARMACY DEPT 1800 EAST PARK AVENUE,State College,Pennsylvania,16803,Centre,0,0,0,45,0,0,45,
1379,Lords Valley Village Pharmacy Inc,658 Rt 739,Hawley (Part-Wayne,Pennsylvania,18428,Pike,0,0,0,13,588,59,660,-75.04891 41.349715
1380,VDI-Harrisburg Pharmacy,2645 North 3rd St,Harrisburg,Pennsylvania,17110,Dauphin,0,0,0,114,1,84,199,-76.899494 40.287121
1381,Tower Health-Pottstown Hospital,1600 East High St.,Pottstown,Pennsylvania,19464,Montgomery,10,0,0,15,201,0,226,-75.611502 40.243941
1382,Paoli Surgery Center,1 Industrial Blvd,Paoli,Pennsylvania,19301,Chester,0,0,0,0,0,140,140,-75.498372 40.042873
1383,GIANT PHARMACY-6522,1874 BETHLEHEM PIKE,FLOURTOWN,PA,19031,Montgomery,0,0,0,4,500,95,599,-75.214016 40.11031
1384,AHOLD USA-GIANT PHARMACY-6481,10 E RIDGE PIKE,Conshohocken,Pennsylvania,19428,Montgomery,0,0,0,227,574,250,1051,-75.284955 40.093887
1385,UPMC-SH Fam Med Loyalsock,1205 Grampian Blvd,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,0,56,228,284,-76.98201 41.260612
1386,Hazle Drugs,1 East Broad Street,Hazleton,Pennsylvania,18201,Luzerne,0,0,0,34,1534,3,1571,-75.973781 40.954007
1387,Mont Cty EMS Off Public Safety,EOC-50 Eagleville Road,Norristown,Pennsylvania,19403,Montgomery,1,2,0,113,3,84,203,-75.418787 40.158189
1388,Hatboro Pediatrics PC,483 E County Line Rd,Hatboro,Pennsylvania,19040,Montgomery,0,0,0,21,387,1181,1589,-75.081464 40.177281
1389,Cooks Pharmacy of Kingston,777 wyoming ave,Kingston,Pennsylvania,18704,Luzerne,0,0,0,13,158,12,183,-75.883795 41.274076
1390,Penn State University UHS Pharmacy,202C Student Health Center Penn State University UHS Pharmacy,University Park,Pennsylvania,16802,Centre,0,0,0,5,15,0,20,
1391,FalconER Urgent Care Cranberry Twp,1241 Freedom Rd,Cranberry Twp,Pennsylvania,16066,Butler,0,0,0,183,19,0,202,-80.116982 40.682307
1392,AHN-AC IM AGH Internal Med,1307 Federal Street,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,0,10,0,10,-80.007192 40.457198
1393,Pittsburgh General Med Assoc,1307 Federal Street 3rd Floor,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,0,31,0,31,-80.007192 40.457198
1394,Millersburg Pharmacy Inc,242 Market Street,Millersburg,Pennsylvania,17061,Dauphin,0,0,0,0,301,4,305,-76.961391 40.539661
1395,GIANT PHARMACY-6121,50 BRIAR CREEK PLAZA,BERWICK,PA,18603,Columbia,0,0,0,43,954,0,997,-76.274657 41.047728
1396,Adagio Health-Mobile Unit,3292 State Route 257,Seneca,Pennsylvania,16346,Venango,8,0,0,226,0,378,612,-79.703532 41.381847
1397,Guthrie Clinic Dushore,102 East Main Street PO Box 417,Dushore,Pennsylvania,18614,Sullivan,0,0,0,9,41,0,50,-76.400577 41.524011
1398,SLUHHN-Bethlehem,801 OSTRUM ST Attn: Inpatient Pharmacy,Bethlehem (Part-Lehigh,Pennsylvania,18015,Northampton,5,3,0,235,34,0,277,-75.392507 40.608697
1399,MARTINS PHARMACY-6012,2032 E PLEASANT VLY BLVD,ALTOONA,PA,16602,Blair,0,0,0,12,499,0,511,-78.339635 40.562816
1400,Pike County State Health Center,10 Buist Road,Milford,Pennsylvania,18337,Pike,0,0,0,0,44,0,44,-74.832837 41.334764
1401,Guthrie Clinic-Tunkhannock,512 Towne Plaza,Tunkhannock,Pennsylvania,18657,Wyoming,0,0,0,9,145,0,154,-75.946633 41.538739
1402,Allentown Health Bureau,Alliance Hall 245 North 6th Street,Allentown,Pennsylvania,18102,Lehigh,4,0,0,117,1275,329,1725,
1403,GIANT PHARMACY-6457,7150 HAMILTON BOULEVARD,TREXLERTOWN,PA,18087,Lehigh,0,0,0,307,796,96,1199,-75.593699 40.551865
1404,VDI-Rann Pharmacy Inc,377 Main Street,Harleysville,Pennsylvania,19438,Montgomery,0,0,0,418,30,2361,2809,-75.380704 40.275256
1405,Walmart Store #1765,2028 N CENTER AVE,SOMERSET,Pennsylvania,15501,Somerset,6,0,0,412,640,108,1166,-79.074557 40.052702
1406,GIANT PHARMACY-6105,350 SCARLET ROAD,KENNETT SQUARE,PA,19348,Chester,0,0,0,85,976,0,1061,-75.730148 39.840536
1407,VDI-Woodward Pharmacy,565 Spring St,Houtzdale,Pennsylvania,16651,Clearfield,0,0,0,95,6,0,101,-78.342988 40.826395
1408,AHOLD USA-GIANT PHARMACY 6278,3400 CONCORD ROAD,ASTON,PA,19014,Delaware,0,0,0,0,325,0,325,-75.424886 39.867066
1409,Dauphin County SHC,30 Kline Plaza,Harrisburg,Pennsylvania,17104,Dauphin,1,0,0,340,55,2488,2884,-76.840641 40.271528
1410,GIANT PHARMACY-6464,721 W.SPROUL ROAD,SPRINGFIELD,PA,19064,Delaware,0,0,0,29,933,565,1527,-75.351974 39.934844
1411,CHOP Care Primary Care Souderton,4 S County Line Rd,Souderton,Pennsylvania,18964,Montgomery,0,0,0,84,0,0,84,-75.311203 40.314865
1412,Amudipes Behavioral Health,59 East Baltimore Avenue,Clifton Heights,Pennsylvania,19018,Delaware,0,0,0,484,4,0,488,-75.2955 39.929886
1413,GIANT PHARMACY-6445,1540 COWPATH ROAD,HATFIELD,PA,19440,Montgomery,0,0,0,60,637,0,697,-75.289159 40.273186
1414,Mary Lou J Buendia MD,2 E SUNBURY ST,Shamokin,Pennsylvania,17872,Northumberland,0,0,0,6,4,0,10,-76.557851 40.792424
1415,Lower Bucks Hospital,501 Bath Road,Bristol,Pennsylvania,19007,Bucks,0,0,0,0,280,0,280,-74.864626 40.104065
1416,UPMC-HAMPTON OUTPATIENT CENTER,4490 Mount Royal Blvd UPMC Outpatient Center Hampton,Allison Park,Pennsylvania,151012684,Allegheny,0,0,0,201,78,294,573,
1417,AHOLD USA-GIANT PHARMACY-6081,70 S LOCUST ST,Hazleton,Pennsylvania,18201,Luzerne,0,0,0,33,897,0,930,-75.981659 40.95324
1418,Pennridge Pediatric Associates,711 Lawn Avenue Bldg 2,Sellersville,Pennsylvania,18960,Bucks,0,0,4,231,106,814,1155,-75.324138 40.362548
1419,AHN-Forbes Family Medicine,2550 Mosside Blvd 5th FL,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,0,290,45,335,-79.75308 40.42716
1420,Newhard Pharmacy,1001 Main Street,Northampton,Pennsylvania,18067,Northampton,0,0,0,0,468,0,468,-75.4889 40.679147
1421,Custom Care Pharmacy-Milton-Retail,57 S. Front St.,Milton,Pennsylvania,17847,Northumberland,0,0,0,0,13,2,15,-76.855706 41.019034
1422,Allentown Health Bureau,245 North 6th Street Alliance Hall,Allentown,Pennsylvania,18102,Lehigh,4,0,0,117,1275,329,1725,
1423,Bechtels Pharmacy Inc,302 Main Street,Slatington,Pennsylvania,18080,Lehigh,0,0,0,55,315,171,541,-75.608012 40.7525
1424,Tri County Pediatrics HV,821 Huntington Pike,Huntingdon Valley,Pennsylvania,19006,Montgomery,0,0,0,0,437,248,685,-75.093658 40.089773
1425,WFM-Mont Alto Health Center,6155 Anthony Highway,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,5,185,42,232,-77.567484 39.838221
